entered_by,entered_date,collected_by,collected_date,row,column,position,transect,point,hitnumber_1,hitnumber_2,hitnumber_3,hitnumber_4,hitnumber_5,gopher_hole,notes,corrections
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,1.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,1.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,1.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,1.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,2,2.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,0.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,3,2.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,P,P,BRATOR,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,2,U,P,P,AMSMEN,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.8,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,0.9,BRODIA,AMSMEN,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1,BRATOR,BRODIA,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.1,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.2,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.4,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.5,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.6,BRODIA,BRATOR,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.8,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.1,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.2,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.4,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.5,BRODIA,AMSMEN,LIT,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.8,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,1,2.9,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.2,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.4,BRODIA,BRATOR,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.5,BRATOR,BRODIA,LIT,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,0.9,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.2,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.3,AMSMEN,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.4,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.5,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.6,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.8,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,1.9,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.1,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.2,AMSMEN,BRODIA,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.4,BG,,,,,hole,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.5,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.6,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.7,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.8,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,2,2.9,BRODIA,BRATOR,BG,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.4,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.5,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.6,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.8,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,0.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.3,BRODIA,LIT,,,,hole,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.1,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.3,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.4,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.5,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.6,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.8,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,3,2.9,BG,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,3,U,P,P,EROCIC,,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,0.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.8,VULMYU,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.5,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.6,BRODIA,BG,,,,hole,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.7,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.8,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,1,2.9,BRODIA,BG,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,0.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,1.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.2,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.3,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.4,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.5,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.6,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.7,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.8,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,2,2.9,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,3,0,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
Caryn,2022-09-02,"ARP, AR",2022-03-09,I,4,U,3,0.1,BRODIA,LIT,,,,,,Date changed to 9th. Date was an error.
